,T,TM,Tm,SLP,H,PP,VV,V,VM,PM2.5
904,18.2,23.05,15.6,1015.05,72.5,0.0,15.600000000000001,8.2,17.7,12.822222222222221
905,21.4,28.05,16.65,1013.35,64.5,0.0,16.0,7.15,19.45,9.129999999999999
906,20.049999999999997,24.75,16.95,1011.55,77.5,0.0,13.05,5.85,14.100000000000001,14.753333333333334
907,23.3,31.95,15.55,1011.9000000000001,15.5,0.0,16.1,4.75,14.100000000000001,6.605882352941177
908,14.7,20.25,11.149999999999999,1019.1,79.5,0.0,12.8,4.5,17.7,23.419999999999998
909,12.95,16.95,10.0,1015.0999999999999,48.5,6.35,16.1,13.049999999999999,26.75,4.59
910,13.399999999999999,19.75,9.15,1017.0,77.5,0.0,13.2,4.65,16.65,16.65
911,13.45,17.1,12.0,1016.05,82.0,0.0,9.9,6.15,16.75,12.011111111111113
912,17.9,23.1,15.0,1013.5,75.0,0.0,14.15,6.85,17.65,18.672727272727272
913,20.1,24.75,16.7,1014.8,76.0,0.0,13.35,6.5,15.0,15.650000000000002
914,23.5,29.15,20.0,1010.25,65.5,0.0,15.850000000000001,5.85,17.65,13.145
915,16.5,20.549999999999997,13.9,1016.0,79.5,0.0,9.8,4.0,10.95,23.88181818181818
916,10.149999999999999,15.3,4.45,1019.3499999999999,53.0,0.0,16.1,6.5,15.8,20.71
1096,10.5,16.1,5.55,1022.8,54.5,0.0,15.75,4.7,12.95,30.98125
1097,15.45,23.6,9.45,1020.05,55.5,0.0,16.1,4.15,18.5,13.133333333333333
1098,18.15,28.049999999999997,10.3,1024.45,28.5,0.0,16.1,5.8,17.6,8.66
1099,14.95,18.7,12.05,1020.2,76.5,0.255,16.1,10.950000000000001,24.15,4.73125
1100,17.75,22.799999999999997,15.3,1013.3499999999999,66.5,0.0,16.0,7.3,19.45,9.086666666666668
1101,20.1,24.200000000000003,17.1,1009.85,74.5,0.0,11.3,6.3,17.65,20.063636363636363
1102,23.5,31.349999999999998,19.15,1009.5999999999999,69.5,0.0,15.100000000000001,5.15,14.899999999999999,11.890909090909092
1103,18.700000000000003,22.200000000000003,16.7,1015.85,73.0,0.0,14.2,7.6,16.75,17.4
1104,24.3,30.299999999999997,21.15,1012.55,68.0,0.0,16.1,8.8,18.55,6.019047619047619
1105,20.5,26.35,15.0,1011.85,70.5,0.0,15.75,5.05,14.100000000000001,10.027777777777779
1106,18.55,27.75,12.2,1016.95,43.0,0.0,16.0,5.3500000000000005,16.75,10.419999999999998
1107,17.55,26.15,11.149999999999999,1020.75,48.0,0.0,16.1,3.8,12.05,8.41111111111111
1108,11.55,17.5,5.550000000000001,1019.3,42.0,0.0,16.1,3.75,14.100000000000001,12.470000000000002
1109,17.049999999999997,23.6,12.5,1020.9000000000001,51.5,0.0,16.1,2.6,11.850000000000001,11.381818181818181
1110,20.5,28.35,13.6,1021.45,22.0,0.0,16.1,6.4,15.0,8.787499999999998
1111,15.55,20.0,12.4,1018.15,73.5,0.0,16.0,9.450000000000001,24.15,9.20909090909091
1112,19.35,28.35,13.600000000000001,1018.15,59.5,0.0,16.1,7.85,19.45,11.61
1113,19.950000000000003,24.15,17.6,1008.95,73.0,0.0,13.95,6.2,19.45,17.272727272727277
1114,22.2,28.599999999999998,18.7,1012.55,76.0,0.0,12.05,6.55,17.6,13.609090909090908
1115,19.55,23.6,17.0,1013.55,71.5,0.0,14.25,6.1,16.65,14.344999999999999
1116,22.45,28.35,19.45,1011.55,80.5,0.0,13.45,6.85,16.75,8.88
1117,19.9,26.1,15.6,1013.0,71.0,0.0,16.0,6.4,15.850000000000001,11.822222222222223
1118,19.700000000000003,28.35,12.2,1013.65,39.5,0.0,16.1,5.65,15.0,10.52
1119,17.1,26.15,11.649999999999999,1018.4000000000001,38.5,0.0,16.1,3.4499999999999997,10.100000000000001,10.166666666666666
1120,11.95,21.4,5.0,1018.45,40.0,0.0,16.1,2.6,11.850000000000001,13.7
1121,18.799999999999997,24.15,13.3,1019.0999999999999,47.0,0.0,16.1,6.1499999999999995,20.55,7.299999999999999
1122,16.25,26.700000000000003,13.3,1018.15,60.5,0.0,16.1,7.199999999999999,16.75,11.959999999999999
1123,16.2,21.65,12.6,1017.25,74.5,0.0,13.7,6.6,15.8,15.708333333333336
1124,23.299999999999997,33.05,15.3,1013.65,24.0,0.0,16.1,6.65,21.3,15.1125
1125,19.5,24.15,17.5,1010.05,67.0,0.0,15.75,7.199999999999999,16.65,10.750000000000002
1126,20.85,26.65,18.3,1012.45,77.5,0.0,12.899999999999999,7.15,18.5,10.957894736842107
1127,20.15,23.9,18.05,1014.35,72.5,0.0,12.9,6.7,15.850000000000001,17.15
1128,24.049999999999997,30.549999999999997,19.45,1010.75,72.0,0.0,16.1,6.699999999999999,18.55,8.925
1129,18.9,22.7,16.85,1012.4,77.0,0.0,15.15,8.05,18.5,13.654545454545454
1130,17.950000000000003,27.799999999999997,14.15,1011.9,72.0,0.0,15.05,6.75,15.8,12.012500000000001
1131,14.85,23.05,10.3,1011.55,65.5,0.0,14.1,4.0,12.100000000000001,12.673333333333334
1132,12.5,19.75,7.5,1017.15,52.5,0.635,16.1,8.15,25.95,8.052941176470586
1133,11.75,15.850000000000001,7.75,1019.05,78.5,0.0,9.8,5.35,15.8,23.299999999999997
1134,13.350000000000001,17.25,11.7,1016.0,73.5,0.255,15.4,6.1,18.55,3.9181818181818175
1135,16.6,21.1,13.600000000000001,1013.75,73.0,0.0,15.700000000000001,8.05,17.6,10.841176470588234
1136,17.5,21.15,14.4,1015.9000000000001,64.5,8.89,15.950000000000001,6.4,21.3,7.806666666666667
1137,17.15,18.9,16.7,1012.65,79.0,0.0,16.1,8.4,13.850000000000001,15.65
1138,20.15,22.65,19.0,1008.7,79.5,0.0,15.850000000000001,8.0,16.65,14.763636363636362
1139,19.049999999999997,23.05,16.7,1016.75,72.5,0.0,14.45,7.8,18.55,11.766666666666666
1140,23.25,26.35,21.4,1009.25,64.0,0.0,16.1,4.6,11.850000000000001,12.015000000000002
1141,21.75,33.349999999999994,15.85,1013.8,41.5,0.0,16.0,6.1,18.5,9.835
1142,20.65,29.7,10.85,1018.8,21.5,0.0,16.1,7.7,15.8,6.75
1143,10.7,15.6,6.15,1018.8499999999999,68.5,0.0,14.2,6.6499999999999995,25.0,11.233333333333333
1144,12.899999999999999,21.1,6.949999999999999,1017.2,54.5,0.0,16.1,4.8,20.55,14.26
1145,11.3,14.45,8.05,1015.15,68.0,0.0,15.7,12.799999999999999,32.35,4.627272727272727
1146,12.0,16.15,8.35,1011.8,67.5,14.095,14.7,8.7,25.0,3.6823529411764704
1147,16.5,20.0,13.600000000000001,1007.5,60.5,0.0,15.850000000000001,14.649999999999999,37.05,9.02
1148,17.7,20.85,15.0,1017.95,65.5,1.395,16.1,10.75,22.1,10.322222222222223
1149,18.6,23.049999999999997,16.7,1010.0,74.0,0.0,13.25,6.1,17.6,13.87
1150,20.8,26.1,17.5,1011.35,73.0,0.0,15.65,7.9,18.6,12.954545454545455
1151,19.200000000000003,23.65,16.15,1015.0,73.5,0.0,16.1,8.25,16.75,8.221428571428572
1152,21.4,31.4,18.3,1009.8,71.5,0.0,14.9,5.8500000000000005,15.8,12.39
1153,18.75,27.75,15.3,1012.4000000000001,72.0,0.0,14.55,6.1499999999999995,15.8,12.760000000000002
1154,18.8,29.7,11.95,1015.4,45.0,0.0,15.950000000000001,4.55,10.95,10.959999999999999
1155,9.6,13.600000000000001,5.0,1019.55,45.0,4.445,16.1,6.2,21.400000000000002,13.41111111111111
1156,13.3,20.0,8.35,1019.05,64.0,0.0,16.0,1.75,10.100000000000001,20.2
1157,8.75,14.15,3.9,1014.8499999999999,65.5,1.145,16.1,6.4,20.25,10.082352941176472
1158,12.600000000000001,17.200000000000003,8.35,1017.5,66.0,8.13,16.1,8.9,22.3,8.200000000000001
1159,17.5,23.6,12.5,1010.35,32.0,0.0,16.0,13.7,33.25,6.720000000000001
1160,17.5,21.700000000000003,14.2,1018.25,67.5,0.0,16.0,8.85,18.5,11.26
1161,18.85,23.299999999999997,16.7,1012.25,73.0,0.0,15.2,6.1,16.75,9.525000000000002
1162,21.85,27.5,17.8,1013.3,70.5,0.0,14.9,6.6,18.6,14.131578947368421
1163,19.1,22.75,16.35,1013.4000000000001,72.5,0.0,15.7,8.049999999999999,17.65,11.225000000000001
1164,19.15,24.45,16.85,1008.55,79.0,0.0,12.75,7.3,17.6,11.52
1165,17.3,20.299999999999997,14.8,1008.55,65.5,0.0,15.850000000000001,9.35,26.75,8.71
1166,17.2,25.25,11.95,1016.0,71.5,0.0,10.55,4.35,10.95,16.129411764705882
1167,9.55,11.7,6.949999999999999,1021.4,51.0,0.0,16.1,3.15,11.1,11.766666666666667
1168,8.600000000000001,14.15,3.3499999999999996,1019.8,36.0,0.0,16.0,6.699999999999999,15.850000000000001,13.882352941176471
1169,12.0,19.200000000000003,6.15,1023.9499999999999,55.0,0.0,16.1,5.3,15.850000000000001,14.954545454545455
1170,15.1,23.85,10.3,1018.15,71.5,0.0,9.9,5.65,16.65,11.81111111111111
1171,14.75,18.05,13.15,1011.7,79.0,0.0,12.899999999999999,5.8,15.850000000000001,14.317647058823528
1172,23.799999999999997,31.4,17.25,1013.3,55.5,0.0,15.75,5.75,18.6,11.406666666666666
1173,18.55,23.299999999999997,16.4,1015.2,74.5,0.0,14.1,6.85,15.850000000000001,13.533333333333333
1174,20.049999999999997,26.65,16.7,1013.0,76.0,0.0,10.45,7.4,18.6,15.645454545454548
1175,19.55,25.0,16.7,1013.5999999999999,75.0,0.0,11.600000000000001,6.95,20.4,17.71818181818182
1176,20.8,25.55,16.65,1008.8,73.0,0.0,15.950000000000001,5.550000000000001,18.5,11.86
1177,17.95,23.049999999999997,13.850000000000001,1014.1,70.0,0.0,15.75,5.75,15.850000000000001,12.874999999999998
1178,20.950000000000003,32.5,13.05,1016.0999999999999,36.5,0.0,16.1,2.85,14.899999999999999,9.855555555555556
1179,12.55,19.450000000000003,7.25,1021.95,72.5,0.0,12.3,4.0,12.95,27.433333333333334
1180,8.0,14.4,2.2,1022.2,31.5,0.0,16.1,5.85,15.850000000000001,6.35
1181,13.15,22.5,7.2,1020.75,61.5,0.0,15.75,3.9,13.8,17.833333333333336
1182,15.100000000000001,21.35,11.05,1017.8,76.5,0.0,8.850000000000001,5.4,15.8,13.781250000000004
1183,14.85,17.5,13.15,1011.2,72.5,0.0,15.950000000000001,6.55,14.899999999999999,6.58
1184,20.35,28.9,15.3,1013.05,62.0,0.0,15.3,9.35,19.45,11.250000000000002
1185,18.9,23.9,15.850000000000001,1012.5,72.0,0.0,13.95,6.8500000000000005,16.75,12.945454545454545
1186,20.4,26.4,17.2,1012.25,74.5,0.0,12.850000000000001,6.6000000000000005,16.75,14.018181818181818
1187,19.95,25.3,16.7,1012.3,76.0,0.0,7.65,6.05,16.75,18.294999999999998
1188,21.450000000000003,26.1,16.95,1005.2,72.0,0.0,15.55,5.75,16.65,13.781818181818181
1189,18.200000000000003,25.0,13.600000000000001,1015.45,66.5,0.0,15.700000000000001,4.5,14.899999999999999,12.290000000000001
1190,23.35,32.75,14.15,1011.85,25.0,0.0,16.1,4.2,13.850000000000001,9.42
1191,13.149999999999999,22.200000000000003,6.65,1023.0,58.0,0.0,12.25,3.15,12.95,20.522222222222222
1192,8.75,15.25,2.75,1028.0,25.0,0.0,16.1,4.25,16.75,10.945454545454545
1193,15.55,26.95,8.05,1020.55,46.0,0.0,14.1,4.75,17.65,8.757894736842104
1194,15.05,21.65,11.7,1016.2,80.0,0.0,8.5,4.35,13.0,24.577777777777776
1195,15.0,17.75,13.0,1011.25,74.5,0.0,15.1,6.199999999999999,16.75,7.35
1196,18.1,22.75,14.7,1015.55,67.5,0.0,14.8,8.049999999999999,30.65,15.172727272727274
1197,19.15,23.6,16.65,1012.9000000000001,68.0,0.0,14.95,8.05,18.6,12.969999999999999
1198,22.0,26.1,18.35,1010.65,69.5,0.0,15.350000000000001,5.75,18.55,11.833333333333334
1199,20.55,25.55,17.25,1012.25,75.5,0.0,8.1,5.25,15.0,18.68
1200,22.200000000000003,28.35,18.05,1005.8,67.5,0.0,15.45,7.05,20.25,14.181818181818182
1201,21.25,30.3,13.600000000000001,1012.8,37.5,0.0,16.1,5.0,17.6,8.844444444444445
1202,18.549999999999997,27.5,15.85,1007.15,67.5,2.92,13.45,7.6,16.75,16.905882352941173
1203,15.85,26.7,6.65,1022.7,29.5,0.0,16.1,2.85,14.8,10.09375
1204,17.5,26.1,10.3,1019.45,18.0,0.0,16.1,4.1499999999999995,12.95,7.964705882352941
1205,12.5,15.850000000000001,11.1,1014.0,64.0,0.0,16.1,8.4,15.850000000000001,6.022222222222223
1206,14.05,18.299999999999997,11.1,1018.2,78.5,0.0,10.5,5.65,15.8,24.522222222222222
1207,19.6,27.5,12.5,1019.75,16.0,0.0,16.0,8.55,25.05,7.55625
1208,18.6,23.049999999999997,15.0,1014.65,68.5,0.0,16.1,6.95,17.6,10.0125
1209,19.700000000000003,23.35,16.15,1010.55,65.5,0.0,15.950000000000001,8.4,17.6,11.163636363636364
1210,20.35,24.45,17.1,1011.85,73.5,0.0,14.25,6.3999999999999995,16.75,16.19
1211,20.049999999999997,24.75,16.4,1012.25,78.0,0.0,10.55,4.5,14.899999999999999,13.77
1212,19.8,24.450000000000003,16.55,1008.4000000000001,75.5,0.0,13.2,5.6000000000000005,15.850000000000001,15.425
1213,19.15,26.95,13.600000000000001,1014.9000000000001,65.5,0.0,14.75,5.0,16.75,13.141176470588235
1214,16.2,19.15,12.25,1017.55,70.5,0.0,16.1,8.5,20.25,10.179999999999998
1215,13.5,21.15,11.649999999999999,1009.35,73.5,0.0,14.2,7.25,22.3,9.950000000000001
1216,17.5,26.95,10.0,1019.25,16.5,0.0,16.1,5.0,12.95,6.909090909090909
1217,10.35,15.55,5.85,1008.5999999999999,54.0,3.935,15.7,16.05,37.85,2.6636363636363636
1218,14.85,19.450000000000003,11.649999999999999,1018.0999999999999,76.0,0.0,12.149999999999999,4.85,14.7,18.153333333333332
1219,18.4,27.5,13.05,1014.25,53.0,0.0,15.1,7.55,20.25,11.036363636363635
1220,19.799999999999997,25.0,15.85,1012.95,69.0,0.0,15.5,6.25,17.6,12.8
1221,20.6,24.450000000000003,15.850000000000001,1009.7,63.5,0.0,15.9,6.75,18.55,12.281818181818181
1222,20.65,25.0,18.049999999999997,1010.85,73.5,0.0,13.9,5.95,17.700000000000003,16.227272727272723
1223,19.25,24.75,16.7,1012.35,78.5,0.0,12.95,7.6,17.6,11.850000000000001
1224,19.799999999999997,24.450000000000003,16.65,1010.2,77.5,0.0,12.5,5.2,11.850000000000001,18.472727272727273
1225,17.55,25.85,13.3,1014.35,80.5,0.0,10.4,4.45,15.65,19.220000000000002
1226,16.05,18.85,14.15,1014.25,74.5,0.0,15.3,4.85,13.850000000000001,11.61
1227,11.600000000000001,18.05,6.95,1009.05,69.0,1.905,15.850000000000001,4.7,13.850000000000001,14.040000000000001
1228,16.15,26.95,8.3,1017.45,22.5,0.0,16.1,5.0,14.899999999999999,7.690909090909091
1229,11.8,16.4,7.5,1015.3499999999999,50.0,0.0,16.1,8.9,23.150000000000002,7.31
1230,16.05,20.799999999999997,12.5,1013.25,69.0,0.0,15.45,7.15,15.0,11.277777777777777
1231,18.75,26.15,13.350000000000001,1014.15,63.0,0.0,14.4,5.3500000000000005,15.850000000000001,14.02
1232,20.1,24.700000000000003,16.950000000000003,1012.5999999999999,72.0,0.0,14.1,6.3,17.65,17.622222222222224
1233,20.799999999999997,25.549999999999997,16.7,1010.85,65.0,0.0,15.45,6.25,15.8,13.529999999999998
1234,20.35,23.6,18.6,1010.55,77.5,0.0,13.8,4.35,12.05,12.309999999999999
1235,20.4,25.0,16.7,1012.0,71.5,0.0,16.0,9.2,22.35,10.0
1236,19.9,23.299999999999997,18.15,1011.35,71.5,0.0,15.9,7.45,21.2,10.909999999999998
1237,16.9,21.65,13.15,1013.85,78.5,0.0,7.75,4.05,13.850000000000001,26.509999999999998
1238,15.95,17.6,14.0,1011.3,84.5,5.715,9.8,7.75,18.5,4.125
1239,12.2,18.05,6.95,1013.75,71.0,0.0,15.0,4.5,12.95,19.156249999999996
1240,17.049999999999997,19.4,13.9,1018.9,76.5,13.085,15.05,5.7,15.850000000000001,7.4823529411764715
1241,13.25,20.549999999999997,6.95,1021.6,32.5,0.0,16.1,7.15,20.4,8.244444444444445
1242,15.55,22.200000000000003,11.05,1013.4000000000001,77.5,0.0,10.3,5.8,14.899999999999999,20.018181818181816
1243,16.9,21.4,14.45,1015.9000000000001,60.5,0.0,16.1,6.4,18.5,8.65625
1244,17.9,21.65,15.3,1015.25,67.0,0.0,16.1,8.4,14.899999999999999,13.6
1245,19.55,23.3,17.8,1014.1,76.0,0.0,15.850000000000001,9.0,16.75,8.227272727272727
1246,19.35,24.450000000000003,16.7,1014.0,76.5,0.0,14.85,7.15,17.6,10.327272727272728
1247,18.5,23.9,14.15,1011.3,78.0,0.0,8.850000000000001,6.3,15.8,15.054545454545455
1248,20.85,27.75,17.2,1009.2,67.0,0.0,15.850000000000001,7.75,16.75,9.466666666666669
1249,17.200000000000003,21.15,14.75,1017.75,74.5,0.0,11.85,5.550000000000001,15.8,26.158823529411762
1250,14.5,21.4,9.45,1022.1,59.0,0.0,16.1,4.9,12.95,12.95
1251,17.0,27.5,9.15,1020.65,37.0,0.0,15.850000000000001,3.5,13.0,15.077777777777776
1252,16.25,19.7,13.850000000000001,1013.9,85.0,4.32,13.95,4.1,15.850000000000001,8.5
1253,12.7,21.35,6.4,1017.5999999999999,55.0,0.0,16.1,5.2,15.8,11.477777777777778
1254,15.5,21.15,11.95,1013.7,77.0,0.0,9.8,5.0,15.850000000000001,20.799999999999997
1255,17.299999999999997,21.950000000000003,13.15,1019.65,64.0,0.0,15.850000000000001,8.35,20.35,9.744444444444445
1256,17.9,21.950000000000003,14.7,1016.0999999999999,67.5,0.0,16.0,8.6,20.35,12.51
1257,20.9,25.55,17.5,1013.9000000000001,73.5,0.0,15.600000000000001,7.1,17.6,8.80909090909091
1258,19.5,24.450000000000003,17.25,1016.45,78.0,0.765,13.899999999999999,7.4,16.75,12.727272727272727
1259,21.6,28.65,14.15,1011.95,66.0,0.0,15.9,5.8500000000000005,15.850000000000001,9.933333333333335
1260,19.5,24.7,15.85,1007.25,56.5,0.0,16.1,10.0,31.450000000000003,8.0625
1261,16.85,21.9,14.15,1017.25,82.5,0.0,6.949999999999999,5.8999999999999995,17.65,28.810000000000002
1262,15.850000000000001,24.7,9.45,1021.15,54.5,0.0,16.0,4.7,14.899999999999999,14.01
1263,17.25,27.5,8.9,1020.2,21.0,0.0,16.1,2.6,9.2,8.080000000000002
1264,13.5,16.65,11.85,1015.15,85.5,1.65,10.3,6.55,17.65,6.26
1265,15.4,23.6,8.3,1020.4,30.5,0.0,16.1,5.1,19.4,6.688235294117647
1266,15.3,20.25,12.4,1014.65,71.5,0.0,15.100000000000001,6.199999999999999,15.8,15.490909090909092
1267,16.75,21.65,13.350000000000001,1019.7,74.0,0.0,14.7,7.4,19.45,14.177777777777779
1268,18.6,22.799999999999997,15.5,1014.75,68.0,0.0,16.1,7.1,19.45,10.180000000000001
1269,22.6,30.0,18.35,1014.9000000000001,70.5,0.0,14.9,6.4,15.8,9.752380952380951
1270,19.950000000000003,23.6,17.0,1015.35,74.5,0.0,15.850000000000001,7.6,16.75,10.657142857142853
1271,22.85,28.65,16.95,1009.65,62.5,0.0,16.1,6.1499999999999995,15.850000000000001,11.059999999999999
1272,20.3,26.950000000000003,14.4,1012.2,40.0,0.0,16.1,8.700000000000001,27.85,8.200000000000001
1273,16.549999999999997,21.7,13.45,1013.65,84.5,0.0,7.0,4.0,14.100000000000001,23.849999999999998
1274,18.35,24.7,10.6,1015.65,39.0,0.0,16.1,4.15,13.8,10.170588235294117
1275,17.6,28.85,8.9,1019.65,18.0,0.0,16.1,3.9,16.8,8.1125
1276,14.3,23.9,8.600000000000001,1022.55,58.5,0.0,16.0,3.0500000000000003,12.95,10.925
1277,15.6,19.7,13.05,1019.0999999999999,78.5,0.0,15.55,6.65,16.75,5.972727272727273
1278,20.35,24.75,17.8,1011.15,69.5,0.0,15.600000000000001,6.75,15.8,16.158823529411766
1279,18.7,22.5,16.95,1018.35,73.0,0.0,15.700000000000001,9.600000000000001,18.5,14.063636363636364
1280,26.950000000000003,34.15,22.25,1013.3,51.5,0.0,16.1,6.2,16.65,8.18
1281,17.05,25.85,10.85,1017.05,53.0,0.0,16.1,6.3,16.75,8.877777777777776
1282,13.45,23.35,7.25,1021.7,52.5,0.0,15.5,3.4,11.2,26.53
1461,13.05,20.549999999999997,7.25,1019.15,70.5,0.0,7.6499999999999995,2.9,10.95,50.42999999999999
1462,14.75,19.45,11.1,1015.0,27.5,0.0,16.1,11.2,23.05,5.666666666666668
1463,14.6,17.5,12.8,1007.95,78.0,36.325,14.850000000000001,11.35,25.0,6.875
1464,14.149999999999999,18.9,10.6,1015.4000000000001,64.5,2.035,15.8,14.75,27.900000000000002,4.569999999999999
1465,25.35,32.5,16.95,1015.0999999999999,15.5,0.0,16.1,5.65,19.45,8.816666666666668
1466,20.2,24.15,16.05,1011.3,62.5,0.0,15.350000000000001,7.3,16.75,16.625
1467,20.1,24.45,18.35,1010.75,79.5,0.0,13.7,8.049999999999999,18.5,16.385714285714286
1468,22.3,27.5,18.95,1012.25,71.5,0.0,14.7,7.6,19.45,18.28
1469,23.95,28.35,20.3,1008.9000000000001,70.0,0.0,15.75,7.5,15.0,15.2
1470,21.05,27.5,17.25,1008.35,74.5,0.0,14.55,6.949999999999999,17.6,15.1
1471,16.95,23.049999999999997,13.3,1012.35,71.5,6.605,15.55,9.9,21.4,5.166666666666667
1472,16.8,20.3,14.15,1019.05,81.5,6.605,15.450000000000001,5.45,11.2,12.166666666666666
1473,16.35,26.4,7.25,1017.9000000000001,44.0,0.0,14.100000000000001,4.45,11.850000000000001,14.073333333333334
1474,13.0,19.45,8.05,1017.4,32.5,0.0,16.1,8.15,22.3,7.33
1475,13.2,17.5,11.95,1016.25,83.0,17.145,14.25,5.65,13.8,8.475
1476,13.3,16.95,9.7,1015.05,65.0,3.81,15.45,14.15,29.75,4.011764705882352
1477,24.35,33.900000000000006,17.25,1014.25,25.5,0.0,16.1,6.6,18.6,9.6625
1478,18.5,24.45,15.6,1011.0,71.5,0.0,14.2,8.7,18.5,18.0
1479,19.799999999999997,24.45,17.5,1011.2,78.5,0.0,14.0,8.7,19.45,18.360000000000003
1480,21.85,28.65,17.9,1012.5999999999999,75.0,0.0,10.850000000000001,7.800000000000001,17.6,18.639999999999997
1481,23.200000000000003,27.75,20.3,1009.5,69.0,0.0,15.8,7.3,16.75,13.7
1482,23.6,35.55,17.5,1011.9,47.5,0.0,16.1,5.0,18.55,8.9
1483,15.3,20.25,10.6,1015.6500000000001,62.5,4.445,16.1,6.85,18.5,8.600000000000001
1484,16.6,20.3,13.9,1014.95,76.0,0.0,12.25,6.449999999999999,19.450000000000003,7.3500000000000005
1485,14.3,23.299999999999997,8.45,1015.5999999999999,62.5,0.0,12.649999999999999,3.7,12.05,20.188888888888886
1486,11.850000000000001,16.95,7.8,1014.0999999999999,66.0,2.925,15.6,8.25,22.3,5.1
1487,14.7,18.6,11.149999999999999,1019.45,76.0,2.16,15.3,6.5,18.55,9.115384615384615
1488,13.45,18.9,9.4,1018.7,63.0,1.145,16.1,9.6,26.85,6.95
1489,23.5,33.900000000000006,16.7,1012.35,38.5,0.0,16.1,6.55,17.65,12.2
1490,18.950000000000003,24.450000000000003,14.7,1011.7,66.0,0.0,15.950000000000001,7.2,16.75,13.228571428571431
1491,20.75,25.799999999999997,17.5,1012.0,77.0,0.0,11.45,7.2,19.45,21.059999999999995
1492,23.35,28.900000000000002,18.05,1012.4000000000001,77.5,0.89,14.5,7.300000000000001,17.6,12.6375
1493,22.35,27.5,20.0,1008.45,72.0,0.0,15.4,8.4,21.3,16.06
1494,26.3,35.85,17.5,1014.5,20.5,0.0,16.1,6.75,18.55,9.52
1495,16.75,23.6,10.6,1018.5,46.0,0.0,16.1,6.300000000000001,21.45,10.04
1496,15.95,19.15,14.15,1014.1,91.5,29.845,10.7,10.85,27.05,5.0
1497,15.8,25.6,9.45,1019.15,25.0,0.0,16.1,3.8000000000000003,10.95,12.822222222222223
1498,12.8,16.15,10.3,1019.1500000000001,82.0,2.925,10.85,5.15,15.0,10.55625
1499,16.9,20.549999999999997,13.3,1014.75,72.0,0.0,14.95,6.6,16.8,11.228571428571428
1500,19.7,28.299999999999997,11.1,1017.55,41.5,0.0,16.1,6.6499999999999995,20.4,9.177777777777777
1501,16.4,19.45,12.75,1012.1500000000001,61.0,0.0,15.850000000000001,13.5,30.55,12.066666666666668
1502,17.9,22.5,15.850000000000001,1009.95,72.5,0.0,14.0,8.2,18.5,19.099999999999998
1503,22.35,29.2,18.9,1012.5,72.0,0.0,15.600000000000001,7.9,18.5,13.91666666666667
1504,20.35,25.549999999999997,17.2,1014.7,70.5,0.0,15.2,8.25,18.5,14.439999999999998
1505,24.1,30.549999999999997,18.85,1008.9000000000001,62.0,0.0,15.600000000000001,7.1,17.7,14.459999999999999
1506,22.9,32.25,18.05,1011.3,62.0,0.0,13.45,4.8999999999999995,15.8,15.125
1507,22.45,31.650000000000002,16.15,1017.85,30.0,0.0,16.1,5.8,16.65,9.110000000000001
1508,17.05,23.299999999999997,12.2,1021.15,69.0,0.0,16.1,4.15,14.899999999999999,9.700000000000001
1509,13.8,19.450000000000003,8.65,1018.05,68.0,0.0,12.55,2.6,11.850000000000001,22.658823529411762
1510,13.9,17.799999999999997,11.399999999999999,1023.2,71.5,0.0,15.950000000000001,6.1,17.7,8.244444444444445
1511,17.75,18.85,16.4,1013.45,58.0,0.0,16.1,4.35,9.2,9.666666666666666
1512,21.6,29.15,13.05,1017.85,38.5,0.0,15.950000000000001,6.15,17.6,10.07333333333333
1513,16.4,20.85,13.350000000000001,1016.2,60.0,0.0,16.1,8.8,22.95,12.85
1514,18.75,23.05,15.8,1009.25,72.0,0.0,12.95,7.2,18.5,21.033333333333335
1515,22.95,28.35,18.6,1012.45,69.0,0.0,15.850000000000001,7.699999999999999,17.6,17.5
1516,21.25,25.85,18.05,1013.0999999999999,72.5,0.0,14.15,8.1,16.75,17.32
1517,23.9,27.8,21.700000000000003,1007.95,63.0,0.0,16.1,8.35,13.850000000000001,13.533333333333333
1518,21.9,28.6,17.5,1010.15,70.0,0.0,13.25,6.15,15.8,14.14
1519,21.35,30.85,14.45,1015.8,36.5,0.0,16.1,4.7,15.8,13.557142857142855
1520,18.05,21.1,14.75,1018.95,71.0,0.0,16.1,3.9,14.8,10.6
1521,13.600000000000001,19.45,8.850000000000001,1017.45,82.0,0.0,6.75,4.35,15.850000000000001,31.769999999999992
1522,14.15,15.3,13.4,1023.0999999999999,85.0,0.0,16.1,12.15,16.6,12.18888888888889
1523,21.0,29.15,11.149999999999999,1019.4,26.0,0.0,16.1,6.949999999999999,21.2,5.1571428571428575
1524,19.85,29.2,13.9,1016.0,48.5,0.0,15.5,6.3,17.65,10.25
1525,16.950000000000003,21.1,13.3,1017.25,66.0,0.0,15.850000000000001,6.6,19.45,13.483333333333333
1526,18.049999999999997,23.6,15.0,1008.65,79.0,0.0,8.45,6.85,14.100000000000001,20.933333333333334
1527,22.9,27.2,19.7,1013.5999999999999,69.5,0.0,15.5,8.95,19.45,17.56
1528,21.75,25.85,18.3,1013.45,73.0,0.0,12.8,7.85,17.6,17.011111111111113
1529,24.450000000000003,31.099999999999998,21.1,1011.65,61.0,0.38,16.0,6.4,20.3,11.94
